DateKey;mouth;year;day
20080628;6;2008;28
20060817;8;2006;17
20060816;8;2006;16
20040918;9;2004;18
20071202;12;2007;2
20070107;1;2007;7
20070824;8;2007;24
20050611;6;2005;11
20051220;12;2005;20
20050929;9;2005;29
20051006;10;2005;6
20060128;1;2006;28
20050720;7;2005;20
20051124;11;2005;24
20060624;6;2006;24
20060705;7;2006;5
20070902;9;2007;2
20060707;7;2006;7
20060129;1;2006;29
20060806;8;2006;6
20051008;10;2005;8
20060319;3;2006;19
20060627;6;2006;27
20070519;5;2007;19
20071007;10;2007;7
20051107;11;2005;7
20060727;7;2006;27
20080604;6;2008;4
20061101;11;2006;1
20050728;7;2005;28
20060305;3;2006;5
20070318;3;2007;18
20051016;10;2005;16
20050727;7;2005;27
20051112;11;2005;12
20060522;5;2006;22
20060717;7;2006;17
20060630;6;2006;30
20071014;10;2007;14
20060409;4;2006;9
20060827;8;2006;27
20051127;11;2005;27
20060416;4;2006;16
20071001;10;2007;1
20070715;7;2007;15
20060530;5;2006;30
20061203;12;2006;3
20051203;12;2005;3
20060317;3;2006;17
20050918;9;2005;18
20070610;6;2007;10
20051001;10;2005;1
20051022;10;2005;22
20070106;1;2007;6
20080315;3;2008;15
20060219;2;2006;19
20060701;7;2006;1
20070428;4;2007;28
20060916;9;2006;16
20051126;11;2005;26
20060826;8;2006;26
20051218;12;2005;18
20070429;4;2007;29
20060803;8;2006;3
20071027;10;2007;27
20051120;11;2005;20
20070821;8;2007;21
20051019;10;2005;19
20060407;4;2006;7
20070420;4;2007;20
20050809;8;2005;9
20070721;7;2007;21
20060713;7;2006;13
20051023;10;2005;23
20081014;10;2008;14
20051201;12;2005;1
20060316;3;2006;16
20070811;8;2007;11
20051009;10;2005;9
20070826;8;2007;26
20060819;8;2006;19
20051219;12;2005;19
20050819;8;2005;19
20070415;4;2007;15
20060811;8;2006;11
20070709;7;2007;9
20060322;3;2006;22
20071104;11;2007;4
20050820;8;2005;20
20060728;7;2006;28
20060121;1;2006;21
20060107;1;2006;7
20060518;5;2006;18
20050806;8;2005;6
20061015;10;2006;15
20051204;12;2005;4
20060722;7;2006;22
20061001;10;2006;1
20070520;5;2007;20
20060812;8;2006;12
20060116;1;2006;16
20050729;7;2005;29
20050710;7;2005;10
20060821;8;2006;21
20070523;5;2007;23
20050805;8;2005;5
20060417;4;2006;17
20060719;7;2006;19
20070920;9;2007;20
20080308;3;2008;8
20050723;7;2005;23
20060702;7;2006;2
20060430;4;2006;30
20080107;1;2008;7
20060114;1;2006;14
20070330;3;2007;30
20070829;8;2007;29
20060602;6;2006;2
20080227;2;2008;27
20070717;7;2007;17
20070814;8;2007;14
20060810;8;2006;10
20060801;8;2006;1
20060818;8;2006;18
20060501;5;2006;1
20061012;10;2006;12
20051015;10;2005;15
20070209;2;2007;9
20080712;7;2008;12
20070328;3;2007;28
20051231;12;2005;31
20051002;10;2005;2
20071028;10;2007;28
20051010;10;2005;10
20070517;5;2007;17
20070317;3;2007;17
20060912;9;2006;12
20061123;11;2006;23
20060813;8;2006;13
20070701;7;2007;1
20061105;11;2006;5
20070929;9;2007;29
20051011;10;2005;11
20060225;2;2006;25
20060105;1;2006;5
20070620;6;2007;20
20060124;1;2006;24
20070105;1;2007;5
20070923;9;2007;23
20080511;5;2008;11
20070722;7;2007;22
20070312;3;2007;12
20070115;1;2007;15
20070119;1;2007;19
20080302;3;2008;2
20070518;5;2007;18
20070126;1;2007;26
20070121;1;2007;21
20080405;4;2008;5
20070203;2;2007;3
20080322;3;2008;22
20070427;4;2007;27
20070306;3;2007;6
20070421;4;2007;21
20070414;4;2007;14
20070526;5;2007;26
20070605;6;2007;5
20070728;7;2007;28
20080305;3;2008;5
20070729;7;2007;29
20070901;9;2007;1
20071006;10;2007;6
20071119;11;2007;19
20080211;2;2008;11
20080629;6;2008;29
20080527;5;2008;27
20131210;12;2013;10
19970309;3;1997;9
20090815;8;2009;15
20090814;8;2009;14
20020919;9;2002;19
20020902;9;2002;2
20020831;8;2002;31
20020922;9;2002;22
20020923;9;2002;23
20021116;11;2002;16
20020724;7;2002;24
19960802;8;1996;2
19960831;8;1996;31
20070616;6;2007;16
20110721;7;2011;21
20110724;7;2011;24
20170701;7;2017;1
20171112;11;2017;12
20171227;12;2017;27
20180114;1;2018;14
20180113;1;2018;13
19961203;12;1996;3
19961204;12;1996;4
19960726;7;1996;26
20110125;1;2011;25
20110223;2;2011;23
20110330;3;2011;30
20110301;3;2011;1
20110421;4;2011;21
20110407;4;2011;7
20110323;3;2011;23
20110202;2;2011;2
20110504;5;2011;4
20110411;4;2011;11
20110505;5;2011;5
20110315;3;2011;15
20110412;4;2011;12
20110224;2;2011;24
20110225;2;2011;25
20150219;2;2015;19
20160726;7;2016;26
20160722;7;2016;22
20160804;8;2016;4
20160811;8;2016;11
20160711;7;2016;11
20160714;7;2016;14
20160903;9;2016;3
20170109;1;2017;9
20160724;7;2016;24
20160901;9;2016;1
20000915;9;2000;15
20000916;9;2000;16
20000902;9;2000;2
20010526;5;2001;26
20010525;5;2001;25
20010524;5;2001;24
19960623;6;1996;23
19991005;10;1999;5
20000619;6;2000;19
20000621;6;2000;21
20000620;6;2000;20
20030505;5;2003;5
20000622;6;2000;22
20010917;9;2001;17
20000630;6;2000;30
20020927;9;2002;27
20040425;4;2004;25
20171124;11;2017;24
20020626;6;2002;26
20021105;11;2002;5
20001204;12;2000;4
20091115;11;2009;15
20000710;7;2000;10
20010618;6;2001;18
20020422;4;2002;22
20020115;1;2002;15
20020709;7;2002;9
20040321;3;2004;21
20020110;1;2002;10
20020813;8;2002;13
20020607;6;2002;7
20000731;7;2000;31
20010531;5;2001;31
20040805;8;2004;5
20020806;8;2002;6
20030310;3;2003;10
20050616;6;2005;16
20021007;10;2002;7
20010604;6;2001;4
20021001;10;2002;1
20020314;3;2002;14
20011203;12;2001;3
20050304;3;2005;4
20011119;11;2001;19
20000626;6;2000;26
20010821;8;2001;21
20011106;11;2001;6
20000828;8;2000;28
20030428;4;2003;28
20040922;9;2004;22
20021108;11;2002;8
20010115;1;2001;15
20040112;1;2004;12
20010827;8;2001;27
20011016;10;2001;16
20031027;10;2003;27
20030522;5;2003;22
20021118;11;2002;18
20020404;4;2002;4
20010507;5;2001;7
20021015;10;2002;15
20000919;9;2000;19
20020617;6;2002;17
20001215;12;2000;15
20010219;2;2001;19
20010515;5;2001;15
20021202;12;2002;2
20020109;1;2002;9
20000628;6;2000;28
20000711;7;2000;11
20001002;10;2000;2
20000824;8;2000;24
20010820;8;2001;20
20080715;7;2008;15
20010402;4;2001;2
20000911;9;2000;11
20000814;8;2000;14
20001113;11;2000;13
20001030;10;2000;30
20010205;2;2001;5
20030421;4;2003;21
20010112;1;2001;12
20010313;3;2001;13
20000706;7;2000;6
20010129;1;2001;29
20020116;1;2002;16
20040725;7;2004;25
20010305;3;2001;5
20000712;7;2000;12
20030521;5;2003;21
20010123;1;2001;23
20000905;9;2000;5
20001020;10;2000;20
20010920;9;2001;20
20030309;3;2003;9
20010109;1;2001;9
20020204;2;2002;4
20010207;2;2001;7
20010810;8;2001;10
20010105;1;2001;5
20010625;6;2001;25
20010627;6;2001;27
20020924;9;2002;24
20010910;9;2001;10
20010803;8;2001;3
20010809;8;2001;9
20010131;1;2001;31
20030216;2;2003;16
20010802;8;2001;2
20030412;4;2003;12
20020226;2;2002;26
20030303;3;2003;3
20010907;9;2001;7
20010605;6;2001;5
20030512;5;2003;12
20020308;3;2002;8
20031222;12;2003;22
20020313;3;2002;13
20020521;5;2002;21
20020214;2;2002;14
20010723;7;2001;23
20011126;11;2001;26
20020506;5;2002;6
20031128;11;2003;28
20010716;7;2001;16
20030930;9;2003;30
20031010;10;2003;10
20040716;7;2004;16
20020401;4;2002;1
20020121;1;2002;21
20020509;5;2002;9
20030405;4;2003;5
20020426;4;2002;26
20020312;3;2002;12
20030702;7;2003;2
20020325;3;2002;25
20040105;1;2004;5
20051222;12;2005;22
20020408;4;2002;8
20031023;10;2003;23
20020118;1;2002;18
20020320;3;2002;20
20020412;4;2002;12
20021029;10;2002;29
20030414;4;2003;14
20020225;2;2002;25
20020711;7;2002;11
20020606;6;2002;6
20031026;10;2003;26
20020819;8;2002;19
20020822;8;2002;22
20020816;8;2002;16
20030317;3;2003;17
20100907;9;2010;7
20031205;12;2003;5
20020402;4;2002;2
20030419;4;2003;19
20030731;7;2003;31
20021216;12;2002;16
20021025;10;2002;25
20030610;6;2003;10
20030922;9;2003;22
20020715;7;2002;15
20031119;11;2003;19
20030127;1;2003;27
20020916;9;2002;16
20030721;7;2003;21
20021220;12;2002;20
20031031;10;2003;31
20031126;11;2003;26
20030714;7;2003;14
20021028;10;2002;28
20040705;7;2004;5
20070108;1;2007;8
20031002;10;2003;2
20040405;4;2004;5
20021107;11;2002;7
20031021;10;2003;21
20040207;2;2004;7
20031228;12;2003;28
20030620;6;2003;20
20040609;6;2004;9
20040714;7;2004;14
20040227;2;2004;27
20030805;8;2003;5
20030812;8;2003;12
20040127;1;2004;27
20030817;8;2003;17
20030711;7;2003;11
20040602;6;2004;2
20040314;3;2004;14
20040825;8;2004;25
20041028;10;2004;28
20040712;7;2004;12
20030902;9;2003;2
20041218;12;2004;18
20040525;5;2004;25
20030616;6;2003;16
20040628;6;2004;28
20041109;11;2004;9
20041024;10;2004;24
20050228;2;2005;28
20040115;1;2004;15
20040721;7;2004;21
20040206;2;2004;6
20040831;8;2004;31
20031231;12;2003;31
20050113;1;2005;13
20050519;5;2005;19
20050106;1;2005;6
20040223;2;2004;23
20041213;12;2004;13
20050120;1;2005;20
20041220;12;2004;20
20040130;1;2004;30
20040414;4;2004;14
20041101;11;2004;1
20041025;10;2004;25
20060915;9;2006;15
20040706;7;2004;6
20050829;8;2005;29
20050801;8;2005;1
20060213;2;2006;13
20050808;8;2005;8
20051207;12;2005;7
20050424;4;2005;24
20050504;5;2005;4
20050525;5;2005;25
20051114;11;2005;14
20051103;11;2005;3
20090701;7;2009;1
20060301;3;2006;1
20060206;2;2006;6
20050915;9;2005;15
20061117;11;2006;17
20060220;2;2006;20
20060704;7;2006;4
20050716;7;2005;16
20060724;7;2006;24
20051018;10;2005;18
20060921;9;2006;21
20060619;6;2006;19
20060405;4;2006;5
20060424;4;2006;24
20061002;10;2006;2
20051212;12;2005;12
20060609;6;2006;9
20081225;12;2008;25
20060612;6;2006;12
20170315;3;2017;15
20060515;5;2006;15
20070725;7;2007;25
20060922;9;2006;22
20061206;12;2006;6
20070528;5;2007;28
20060616;6;2006;16
20101010;10;2010;10
20070109;1;2007;9
20080216;2;2008;16
20070418;4;2007;18
20070915;9;2007;15
20070703;7;2007;3
20071120;11;2007;20
20071105;11;2007;5
20100516;5;2010;16
20120812;8;2012;12
20071215;12;2007;15
20080310;3;2008;10
20080922;9;2008;22
20091227;12;2009;27
20091024;10;2009;24
20120309;3;2012;9
20091008;10;2009;8
20100531;5;2010;31
20091222;12;2009;22
20110103;1;2011;3
20100816;8;2010;16
20110316;3;2011;16
20110226;2;2011;26
20180402;4;2018;2
20131022;10;2013;22
20070819;8;2007;19
20180721;7;2018;21
20180619;6;2018;19
20180914;9;2018;14
20160613;6;2016;13
20111119;11;2011;19
20111121;11;2011;21
20111120;11;2011;20
20111011;10;2011;11
20111118;11;2011;18
20130309;3;2013;9
20111127;11;2011;27
20111126;11;2011;26
20120206;2;2012;6
20120205;2;2012;5
20130705;7;2013;5
20080806;8;2008;6
20081220;12;2008;20
20081218;12;2008;18
20080809;8;2008;9
20081005;10;2008;5
20010513;5;2001;13
20020106;1;2002;6
20010628;6;2001;28
20160313;3;2016;13
20160314;3;2016;14
20161021;10;2016;21
20050422;4;2005;22
20050528;5;2005;28
20050331;3;2005;31
20060311;3;2006;11
20100809;8;2010;9
20100807;8;2010;7
20100515;5;2010;15
20030516;5;2003;16
19960329;3;1996;29
20000707;7;2000;7
20000714;7;2000;14
20010722;7;2001;22
20010412;4;2001;12
20010221;2;2001;21
20010708;7;2001;8
20030713;7;2003;13
20110919;9;2011;19
20110905;9;2011;5
20120423;4;2012;23
20120131;1;2012;31
20120201;2;2012;1
20100407;4;2010;7
20100412;4;2010;12
20100415;4;2010;15
19960531;5;1996;31
19970330;3;1997;30
20050115;1;2005;15
20050417;4;2005;17
20050116;1;2005;16
20050117;1;2005;17
20060527;5;2006;27
20050219;2;2005;19
20050118;1;2005;18
20050206;2;2005;6
20050215;2;2005;15
20050310;3;2005;10
20050531;5;2005;31
20050401;4;2005;1
20050917;9;2005;17
20050208;2;2005;8
20050731;7;2005;31
20050627;6;2005;27
20050205;2;2005;5
20060313;3;2006;13
20050423;4;2005;23
20050701;7;2005;1
20050306;3;2005;6
20050319;3;2005;19
20050402;4;2005;2
20050916;9;2005;16
20050503;5;2005;3
20050523;5;2005;23
20050615;6;2005;15
20051226;12;2005;26
20060506;5;2006;6
20090320;3;2009;20
20151202;12;2015;2
20120312;3;2012;12
20150102;1;2015;2
19960806;8;1996;6
19960927;9;1996;27
20020418;4;2002;18
20020419;4;2002;19
20020731;7;2002;31
20040209;2;2004;9
20070512;5;2007;12
20050607;6;2005;7
20040118;1;2004;18
20040329;3;2004;29
20021013;10;2002;13
20040818;8;2004;18
20050104;1;2005;4
20030826;8;2003;26
20111219;12;2011;19
20040331;3;2004;31
20040704;7;2004;4
20030803;8;2003;3
20030703;7;2003;3
20030727;7;2003;27
20170312;3;2017;12
20020801;8;2002;1
20021014;10;2002;14
20070201;2;2007;1
20050410;4;2005;10
20050925;9;2005;25
20040103;1;2004;3
20020808;8;2002;8
20030901;9;2003;1
20111224;12;2011;24
20020812;8;2002;12
20020805;8;2002;5
20040619;6;2004;19
20031227;12;2003;27
20021114;11;2002;14
20020613;6;2002;13
20080419;4;2008;19
20030306;3;2003;6
20060401;4;2006;1
20151005;10;2015;5
20031221;12;2003;21
20040418;4;2004;18
20030708;7;2003;8
20041110;11;2004;10
20021224;12;2002;24
20060524;5;2006;24
20020516;5;2002;16
20100403;4;2010;3
20170415;4;2017;15
20050618;6;2005;18
20021230;12;2002;30
20050622;6;2005;22
20040815;8;2004;15
20021206;12;2002;6
20030217;2;2003;17
20111015;10;2011;15
20030213;2;2003;13
20030107;1;2003;7
20030101;1;2003;1
20030904;9;2003;4
20030128;1;2003;28
20021218;12;2002;18
20030108;1;2003;8
20040802;8;2004;2
20030110;1;2003;10
20021201;12;2002;1
20030511;5;2003;11
20021128;11;2002;28
20020610;6;2002;10
20070909;9;2007;9
20111205;12;2011;5
20020604;6;2002;4
20021229;12;2002;29
20021020;10;2002;20
20041014;10;2004;14
20021129;11;2002;29
20020929;9;2002;29
20071005;10;2007;5
20030102;1;2003;2
20021008;10;2002;8
20020701;7;2002;1
20040816;8;2004;16
20021030;10;2002;30
20021031;10;2002;31
20100111;1;2010;11
20030225;2;2003;25
20031110;11;2003;10
20040122;1;2004;22
20021106;11;2002;6
20021117;11;2002;17
20020718;7;2002;18
20030221;2;2003;21
20021130;11;2002;30
20030818;8;2003;18
20020424;4;2002;24
20030214;2;2003;14
20030212;2;2003;12
20030105;1;2003;5
20030912;9;2003;12
20030518;5;2003;18
20030601;6;2003;1
20060805;8;2006;5
20030614;6;2003;14
20070708;7;2007;8
20040121;1;2004;21
20030811;8;2003;11
20030822;8;2003;22
20030821;8;2003;21
20031220;12;2003;20
20040123;1;2004;23
20040330;3;2004;30
20031202;12;2003;2
20070216;2;2007;16
20040318;3;2004;18
20060917;9;2006;17
20040424;4;2004;24
20040502;5;2004;2
20020926;9;2002;26
20091219;12;2009;19
20020830;8;2002;30
20020726;7;2002;26
20040101;1;2004;1
20021016;10;2002;16
20040601;6;2004;1
20040208;2;2004;8
20040618;6;2004;18
20050122;1;2005;22
20020904;9;2002;4
20040621;6;2004;21
20050305;3;2005;5
20030114;1;2003;14
20110813;8;2011;13
20041228;12;2004;28
20040531;5;2004;31
20041231;12;2004;31
20050325;3;2005;25
20030427;4;2003;27
20030408;4;2003;8
20050105;1;2005;5
20041226;12;2004;26
20031015;10;2003;15
20091230;12;2009;30
20040312;3;2004;12
20031029;10;2003;29
20050814;8;2005;14
20050327;3;2005;27
20100109;1;2010;9
20060415;4;2006;15
20130204;2;2013;4
20040505;5;2004;5
20130120;1;2013;20
20091231;12;2009;31
20080914;9;2008;14
20081121;11;2008;21
20040703;7;2004;3
20041224;12;2004;24
20060626;6;2006;26
20101108;11;2010;8
20041029;10;2004;29
20060604;6;2006;4
20061113;11;2006;13
20120826;8;2012;26
20081018;10;2008;18
20060414;4;2006;14
20070621;6;2007;21
20070426;4;2007;26
20091213;12;2009;13
20150308;3;2015;8
20101226;12;2010;26
20070630;6;2007;30
20060729;7;2006;29
20061125;11;2006;25
20061008;10;2006;8
20060924;9;2006;24
20061029;10;2006;29
20090411;4;2009;11
20120318;3;2012;18
20110731;7;2011;31
20070217;2;2007;17
20070714;7;2007;14
20070120;1;2007;20
20120602;6;2012;2
20061222;12;2006;22
20100321;3;2010;21
20060607;6;2006;7
20080709;7;2008;9
20081011;10;2008;11
20140729;7;2014;29
20071011;10;2007;11
20090905;9;2009;5
20070930;9;2007;30
20080210;2;2008;10
20080209;2;2008;9
20081112;11;2008;12
20080319;3;2008;19
20080815;8;2008;15
20090109;1;2009;9
20090215;2;2009;15
20071126;11;2007;26
20080504;5;2008;4
20070629;6;2007;29
20080812;8;2008;12
20170416;4;2017;16
20170106;1;2017;6
20080119;1;2008;19
20081122;11;2008;22
20091228;12;2009;28
20100103;1;2010;3
20130727;7;2013;27
20140823;8;2014;23
20090525;5;2009;25
20090517;5;2009;17
20090913;9;2009;13
20101127;11;2010;27
20090930;9;2009;30
20110630;6;2011;30
20110827;8;2011;27
20100102;1;2010;2
20090111;1;2009;11
20081227;12;2008;27
20100131;1;2010;31
20101204;12;2010;4
20110927;9;2011;27
20100717;7;2010;17
20101025;10;2010;25
20091125;11;2009;25
20110214;2;2011;14
20110829;8;2011;29
20100925;9;2010;25
20101207;12;2010;7
20170417;4;2017;17
20101115;11;2010;15
20091023;10;2009;23
20101107;11;2010;7
20100612;6;2010;12
20110828;8;2011;28
20101101;11;2010;1
20110705;7;2011;5
20101206;12;2010;6
20110821;8;2011;21
20100911;9;2010;11
20111029;10;2011;29
20110719;7;2011;19
20110903;9;2011;3
20110718;7;2011;18
20110709;7;2011;9
20110730;7;2011;30
20110521;5;2011;21
20120212;2;2012;12
20110530;5;2011;30
20110618;6;2011;18
20111105;11;2011;5
20110619;6;2011;19
20111106;11;2011;6
20110712;7;2011;12
20110908;9;2011;8
20110708;7;2011;8
20110911;9;2011;11
20170310;3;2017;10
20110924;9;2011;24
20120824;8;2012;24
20120901;9;2012;1
20110904;9;2011;4
20110707;7;2011;7
20111008;10;2011;8
20120218;2;2012;18
20120422;4;2012;22
20110413;4;2011;13
20111231;12;2011;31
20111228;12;2011;28
20131116;11;2013;16
20110826;8;2011;26
20120603;6;2012;3
20120409;4;2012;9
20120505;5;2012;5
20120429;4;2012;29
20120604;6;2012;4
20120610;6;2012;10
20120415;4;2012;15
20121104;11;2012;4
20120715;7;2012;15
20120701;7;2012;1
20120910;9;2012;10
20120713;7;2012;13
20120703;7;2012;3
20110917;9;2011;17
20120902;9;2012;2
20110628;6;2011;28
20130119;1;2013;19
20120702;7;2012;2
20120920;9;2012;20
20121103;11;2012;3
20120927;9;2012;27
20121020;10;2012;20
20160829;8;2016;29
20121201;12;2012;1
20130510;5;2013;10
20130504;5;2013;4
20120929;9;2012;29
20120821;8;2012;21
20130713;7;2013;13
20130105;1;2013;5
20121230;12;2012;30
20120908;9;2012;8
20141004;10;2014;4
20120719;7;2012;19
20130831;8;2013;31
20140309;3;2014;9
20130527;5;2013;27
20130420;4;2013;20
20130615;6;2013;15
20130323;3;2013;23
20121228;12;2012;28
20130427;4;2013;27
20130126;1;2013;26
20131026;10;2013;26
20130622;6;2013;22
20130526;5;2013;26
20130908;9;2013;8
20130511;5;2013;11
20130623;6;2013;23
20140412;4;2014;12
20120527;5;2012;27
20130217;2;2013;17
20140518;5;2014;18
20120827;8;2012;27
20130720;7;2013;20
20130601;6;2013;1
20130804;8;2013;4
20130823;8;2013;23
20131103;11;2013;3
20131013;10;2013;13
20130726;7;2013;26
20130224;2;2013;24
20130721;7;2013;21
20140216;2;2014;16
20160828;8;2016;28
20140101;1;2014;1
20131214;12;2013;14
20140504;5;2014;4
20131228;12;2013;28
20131221;12;2013;21
20131205;12;2013;5
20140421;4;2014;21
20131109;11;2013;9
20130429;4;2013;29
20140426;4;2014;26
20140302;3;2014;2
20140223;2;2014;23
20140329;3;2014;29
20140209;2;2014;9
20140322;3;2014;22
20140406;4;2014;6
20140604;6;2014;4
20140507;5;2014;7
20140315;3;2014;15
20140503;5;2014;3
20140831;8;2014;31
20170420;4;2017;20
20140817;8;2014;17
20130927;9;2013;27
20150917;9;2015;17
20140526;5;2014;26
20140711;7;2014;11
20170325;3;2017;25
20140601;6;2014;1
20130706;7;2013;6
20150516;5;2015;16
20140825;8;2014;25
20140802;8;2014;2
20130930;9;2013;30
20130817;8;2013;17
20140929;9;2014;29
20140830;8;2014;30
20150912;9;2015;12
20140607;6;2014;7
20150426;4;2015;26
20140706;7;2014;6
20140824;8;2014;24
20141221;12;2014;21
20161126;11;2016;26
20131107;11;2013;7
20150101;1;2015;1
20141216;12;2014;16
20150104;1;2015;4
20150110;1;2015;10
20150214;2;2015;14
20150301;3;2015;1
20150803;8;2015;3
20151018;10;2015;18
20150215;2;2015;15
20150504;5;2015;4
20150509;5;2015;9
20151031;10;2015;31
20150420;4;2015;20
20150228;2;2015;28
20150524;5;2015;24
20150823;8;2015;23
20150621;6;2015;21
20150111;1;2015;11
20150614;6;2015;14
20151102;11;2015;2
20151207;12;2015;7
20150608;6;2015;8
20150818;8;2015;18
20151017;10;2015;17
20160206;2;2016;6
20170327;3;2017;27
20161122;11;2016;22
20160423;4;2016;23
20160514;5;2016;14
20160329;3;2016;29
20151010;10;2015;10
20151216;12;2015;16
20150118;1;2015;18
20151123;11;2015;23
20160620;6;2016;20
20150712;7;2015;12
20170413;4;2017;13
20151212;12;2015;12
20160222;2;2016;22
20160123;1;2016;23
20150630;6;2015;30
20170329;3;2017;29
20160208;2;2016;8
20160909;9;2016;9
20160827;8;2016;27
20170622;6;2017;22
20160101;1;2016;1
20151126;11;2015;26
20151201;12;2015;1
20160817;8;2016;17
20161117;11;2016;17
20160910;9;2016;10
20160319;3;2016;19
20151121;11;2015;21
20161218;12;2016;18
20170219;2;2017;19
20160821;8;2016;21
20160825;8;2016;25
20160803;8;2016;3
20160805;8;2016;5
20160720;7;2016;20
20161029;10;2016;29
20170206;2;2017;6
20160430;4;2016;30
20161207;12;2016;7
20160324;3;2016;24
20170423;4;2017;23
20161028;10;2016;28
20161219;12;2016;19
20160612;6;2016;12
20161031;10;2016;31
20161106;11;2016;6
20161112;11;2016;12
20170407;4;2017;7
20161124;11;2016;24
20160902;9;2016;2
20170703;7;2017;3
20161118;11;2016;18
20170222;2;2017;22
20160822;8;2016;22
20170223;2;2017;23
20170428;4;2017;28
20161123;11;2016;23
20170225;2;2017;25
20161204;12;2016;4
20161206;12;2016;6
20170121;1;2017;21
20170331;3;2017;31
20170217;2;2017;17
20170602;6;2017;2
20170609;6;2017;9
20170430;4;2017;30
20160806;8;2016;6
20170529;5;2017;29
20170627;6;2017;27
20170204;2;2017;4
19970124;1;1997;24
19970126;1;1997;26
20020211;2;2002;11
20011117;11;2001;17
20001027;10;2000;27
20020415;4;2002;15
20100718;7;2010;18
20100918;9;2010;18
20100719;7;2010;19
19970225;2;1997;25
19961018;10;1996;18
20170920;9;2017;20
20100330;3;2010;30
20050813;8;2005;13
20051027;10;2005;27
20131201;12;2013;1
20161107;11;2016;7
20080622;6;2008;22
20130602;6;2013;2
20060127;1;2006;27
20050816;8;2005;16
20131111;11;2013;11
20100218;2;2010;18
20061111;11;2006;11
20131108;11;2013;8
20141029;10;2014;29
20050902;9;2005;2
20051012;10;2005;12
20140818;8;2014;18
20120114;1;2012;14
20170123;1;2017;23
20131229;12;2013;29
20100222;2;2010;22
20160119;1;2016;19
20160819;8;2016;19
20110803;8;2011;3
20111104;11;2011;4
20130902;9;2013;2
20140828;8;2014;28
20170116;1;2017;16
20170227;2;2017;27
20170704;7;2017;4
20060419;4;2006;19
20101018;10;2010;18
20100603;6;2010;3
20120103;1;2012;3
20101012;10;2010;12
20110123;1;2011;23
20101011;10;2010;11
20100919;9;2010;19
19990222;2;1999;22
19960506;5;1996;6
19961129;11;1996;29
19961130;11;1996;30
19961206;12;1996;6
20030305;3;2003;5
20030515;5;2003;15
20030307;3;2003;7
20050708;7;2005;8
20050620;6;2005;20
20061208;12;2006;8
20040709;7;2004;9
20051017;10;2005;17
20020228;2;2002;28
20030326;3;2003;26
20040413;4;2004;13
20060113;1;2006;13
20010711;7;2001;11
20031229;12;2003;29
20070609;6;2007;9
20040503;5;2004;3
20001125;11;2000;25
20040726;7;2004;26
20030520;5;2003;20
20030313;3;2003;13
20031107;11;2003;7
20050107;1;2005;7
20050926;9;2005;26
20011013;10;2001;13
20010224;2;2001;24
20050516;5;2005;16
20020210;2;2002;10
20010429;4;2001;29
20030509;5;2003;9
20040217;2;2004;17
20040120;1;2004;20
20030612;6;2003;12
20050316;3;2005;16
20060117;1;2006;17
20040614;6;2004;14
20060402;4;2006;2
20060216;2;2006;16
20051102;11;2005;2
20030804;8;2003;4
20031216;12;2003;16
20050930;9;2005;30
20040129;1;2004;29
20041018;10;2004;18
20060320;3;2006;20
20050301;3;2005;1
20050222;2;2005;22
20020305;3;2002;5
20050502;5;2005;2
20060330;3;2006;30
20041116;11;2004;16
20040810;8;2004;10
20040409;4;2004;9
20040426;4;2004;26
20040830;8;2004;30
20040719;7;2004;19
20040301;3;2004;1
20051229;12;2005;29
20040817;8;2004;17
20040819;8;2004;19
20050815;8;2005;15
20030813;8;2003;13
20050220;2;2005;20
20030626;6;2003;26
20010503;5;2001;3
20051119;11;2005;19
20051116;11;2005;16
20041215;12;2004;15
20030619;6;2003;19
20060214;2;2006;14
20060103;1;2006;3
20030715;7;2003;15
20050418;4;2005;18
20011202;12;2001;2
20060215;2;2006;15
20050901;9;2005;1
20050518;5;2005;18
20041001;10;2004;1
20041103;11;2004;3
20030909;9;2003;9
20060223;2;2006;23
20030422;4;2003;22
20030409;4;2003;9
20050201;2;2005;1
20040823;8;2004;23
20050328;3;2005;28
20060528;5;2006;28
20030806;8;2003;6
20040308;3;2004;8
20050605;6;2005;5
20040419;4;2004;19
20060312;3;2006;12
20050510;5;2005;10
20060108;1;2006;8
20050928;9;2005;28
20060222;2;2006;22
20041203;12;2004;3
20050203;2;2005;3
20051117;11;2005;17
20041115;11;2004;15
20030913;9;2003;13
20050124;1;2005;24
20050817;8;2005;17
20040826;8;2004;26
20030407;4;2003;7
20030724;7;2003;24
20030328;3;2003;28
20041222;12;2004;22
20030919;9;2003;19
20030825;8;2003;25
20040323;3;2004;23
20030828;8;2003;28
20050825;8;2005;25
20030321;3;2003;21
20030723;7;2003;23
20030530;5;2003;30
20030801;8;2003;1
20031006;10;2003;6
20030502;5;2003;2
20030429;4;2003;29
20031112;11;2003;12
20040116;1;2004;16
20031210;12;2003;10
20040707;7;2004;7
20040107;1;2004;7
20040205;2;2004;5
20030929;9;2003;29
20050617;6;2005;17
20040408;4;2004;8
20041117;11;2004;17
20040715;7;2004;15
20040623;6;2004;23
20041108;11;2004;8
20041120;11;2004;20
20040729;7;2004;29
20060123;1;2006;23
20040507;5;2004;7
20040604;6;2004;4
20040630;6;2004;30
20041223;12;2004;23
20040909;9;2004;9
20050811;8;2005;11
20040504;5;2004;4
20050914;9;2005;14
20060404;4;2006;4
20040512;5;2004;12
